|region        |stat          |zkratka_meny|rok  |HDP                    |HDP_predchozi_rok      |mezirocni_zmena_HDP_abs|mezirocni_zmena_HDP_procentni|trend_HDP               |odvetvi                                                     |prumerny_plat |prumerny_plat_predchozi_rok|mezirocni_zmena_platu_abs|mezirocni_zmena_platu_procentne|trend_platu            |potravina                  |prumerna_cena|prumerna_cena_predchozi_rok|mezirocni_zmena_cen_abs|mezirocni_zmena_cen_procentne|trend_cen                     |
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |37,162.75,- Kč|35,010.75,- Kč             |2,152.00,- Kč            |6.15 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Stavebnictví                                                |27,821.75,- Kč|25,703.00,- Kč             |2,118.75,- Kč            |8.24 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Těžba a dobývání                                            |35,942.75,- Kč|33,462.25,- Kč             |2,480.50,- Kč            |7.41 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |18,270.25,- Kč|16,889.00,- Kč             |1,381.25,- Kč            |8.18 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |18,270.25,- Kč|16,889.00,- Kč             |1,381.25,- Kč            |8.18 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
